,taster_name,taster_twitter_handle,points
834,Michael Schachner,@wineschach,86
835,Roger Voss,@vossroger,86
836,Michael Schachner,@wineschach,86
837,Michael Schachner,@wineschach,86
838,Paul Gregutt,@paulgwine ,86
839,Anna Lee C. Iijima,,86
840,Roger Voss,@vossroger,86
841,Jim Gordon,@gordone_cellars,86
842,Roger Voss,@vossroger,86
843,Paul Gregutt,@paulgwine ,86
844,Kerin O’Keefe,@kerinokeefe,90
845,Kerin O’Keefe,@kerinokeefe,90
846,Anne Krebiehl MW,@AnneInVino,90
847,Anne Krebiehl MW,@AnneInVino,90
848,Roger Voss,@vossroger,90
849,Roger Voss,@vossroger,90
850,Roger Voss,@vossroger,90
851,Roger Voss,@vossroger,90
852,Anne Krebiehl MW,@AnneInVino,90
853,Anna Lee C. Iijima,,90
854,Jim Gordon,@gordone_cellars,90
855,Matt Kettmann,@mattkettmann,90
856,Kerin O’Keefe,@kerinokeefe,90
857,Matt Kettmann,@mattkettmann,90
858,Paul Gregutt,@paulgwine ,90
859,Virginie Boone,@vboone,90
860,Matt Kettmann,@mattkettmann,90
861,Kerin O’Keefe,@kerinokeefe,90
862,Kerin O’Keefe,@kerinokeefe,90
863,Matt Kettmann,@mattkettmann,90
864,Anna Lee C. Iijima,,90
865,Kerin O’Keefe,@kerinokeefe,90
866,Joe Czerwinski,@JoeCz,90
867,Paul Gregutt,@paulgwine ,90
868,Michael Schachner,@wineschach,90
869,Matt Kettmann,@mattkettmann,90
870,Jim Gordon,@gordone_cellars,90
871,Virginie Boone,@vboone,90
872,Paul Gregutt,@paulgwine ,90
873,Jeff Jenssen,@worldwineguys,90
874,Roger Voss,@vossroger,90
875,Roger Voss,@vossroger,90
876,Michael Schachner,@wineschach,90
877,,,90
878,Roger Voss,@vossroger,90
879,Roger Voss,@vossroger,90
880,,,90
881,Michael Schachner,@wineschach,90
882,,,90
883,,,90
884,,,90
885,,,90
886,Lauren Buzzeo,@laurbuzz,90
887,Roger Voss,@vossroger,90
888,Paul Gregutt,@paulgwine ,90
889,,,90
890,,,90
891,,,90
892,Paul Gregutt,@paulgwine ,90
893,Joe Czerwinski,@JoeCz,90
894,,,90
895,,,90
896,Virginie Boone,@vboone,90
897,Paul Gregutt,@paulgwine ,90
898,,,90
899,,,90
900,Michael Schachner,@wineschach,90
901,Roger Voss,@vossroger,90
902,Alexander Peartree,,87
903,Anna Lee C. Iijima,,87
904,Kerin O’Keefe,@kerinokeefe,87
905,Alexander Peartree,,87
906,Alexander Peartree,,87
907,Roger Voss,@vossroger,87
908,Kerin O’Keefe,@kerinokeefe,87
909,Kerin O’Keefe,@kerinokeefe,87
910,Michael Schachner,@wineschach,87
911,Lauren Buzzeo,@laurbuzz,87
912,Paul Gregutt,@paulgwine ,87
913,Mike DeSimone,@worldwineguys,87
914,Michael Schachner,@wineschach,87
915,Paul Gregutt,@paulgwine ,87
916,Paul Gregutt,@paulgwine ,87
917,Kerin O’Keefe,@kerinokeefe,87
918,Kerin O’Keefe,@kerinokeefe,87
919,Michael Schachner,@wineschach,87
920,Joe Czerwinski,@JoeCz,87
921,Roger Voss,@vossroger,87
922,Michael Schachner,@wineschach,87
923,Roger Voss,@vossroger,87
924,Joe Czerwinski,@JoeCz,87
925,Jim Gordon,@gordone_cellars,87
926,Michael Schachner,@wineschach,87
927,Roger Voss,@vossroger,87
928,Kerin O’Keefe,@kerinokeefe,87
929,Jim Gordon,@gordone_cellars,87
930,Michael Schachner,@wineschach,87
931,Kerin O’Keefe,@kerinokeefe,87
932,Roger Voss,@vossroger,87
933,Roger Voss,@vossroger,87
934,Roger Voss,@vossroger,87
935,Roger Voss,@vossroger,87
936,Paul Gregutt,@paulgwine ,87
937,Paul Gregutt,@paulgwine ,87
938,Michael Schachner,@wineschach,87
939,Jim Gordon,@gordone_cellars,87
940,Roger Voss,@vossroger,87
941,Michael Schachner,@wineschach,87
942,Virginie Boone,@vboone,87
943,Michael Schachner,@wineschach,87
944,Paul Gregutt,@paulgwine ,87
945,Virginie Boone,@vboone,87
946,Virginie Boone,@vboone,87
947,Roger Voss,@vossroger,87
948,Roger Voss,@vossroger,87
949,Kerin O’Keefe,@kerinokeefe,87
950,Virginie Boone,@vboone,87
951,Jim Gordon,@gordone_cellars,87
952,Michael Schachner,@wineschach,87
953,Paul Gregutt,@paulgwine ,87
954,Jim Gordon,@gordone_cellars,87
955,Kerin O’Keefe,@kerinokeefe,87
956,Kerin O’Keefe,@kerinokeefe,87
957,Virginie Boone,@vboone,87
958,Michael Schachner,@wineschach,87
959,Roger Voss,@vossroger,87
960,Roger Voss,@vossroger,87
961,Roger Voss,@vossroger,87
962,Roger Voss,@vossroger,85
963,Roger Voss,@vossroger,85
964,,,85
965,,,85
966,Joe Czerwinski,@JoeCz,85
967,Michael Schachner,@wineschach,85
968,,,85
969,Michael Schachner,@wineschach,85
970,,,85
971,Roger Voss,@vossroger,85
972,,,85
973,,,85
974,Paul Gregutt,@paulgwine ,85
975,,,85
976,,,85
977,,,85
978,,,85
979,Roger Voss,@vossroger,85
980,,,85
981,Roger Voss,@vossroger,85
982,,,85
983,,,85
984,Susan Kostrzewa,@suskostrzewa,85
985,Michael Schachner,@wineschach,88
986,Roger Voss,@vossroger,88
987,,,88
988,Paul Gregutt,@paulgwine ,88
989,Michael Schachner,@wineschach,88
990,,,88
991,Roger Voss,@vossroger,88
992,Roger Voss,@vossroger,88
993,Roger Voss,@vossroger,88
994,Roger Voss,@vossroger,88
995,,,88
996,,,88
997,Joe Czerwinski,@JoeCz,88
998,Paul Gregutt,@paulgwine ,88
999,Paul Gregutt,@paulgwine ,88
1000,Paul Gregutt,@paulgwine ,88
1001,,,88
1002,Paul Gregutt,@paulgwine ,88
1003,Roger Voss,@vossroger,88
1004,Roger Voss,@vossroger,88
1005,Roger Voss,@vossroger,88
1006,Paul Gregutt,@paulgwine ,88
1007,Roger Voss,@vossroger,88
1008,,,88
1009,,,88
1010,Paul Gregutt,@paulgwine ,88
1011,,,88
1012,Kerin O’Keefe,@kerinokeefe,88
1013,Kerin O’Keefe,@kerinokeefe,88
1014,Matt Kettmann,@mattkettmann,88
1015,Matt Kettmann,@mattkettmann,88
1016,Kerin O’Keefe,@kerinokeefe,88
1017,Kerin O’Keefe,@kerinokeefe,88
1018,Roger Voss,@vossroger,88
1019,Virginie Boone,@vboone,88
1020,Paul Gregutt,@paulgwine ,88
1021,Michael Schachner,@wineschach,88
1022,Kerin O’Keefe,@kerinokeefe,88
1023,Mike DeSimone,@worldwineguys,88
1024,Roger Voss,@vossroger,88
1025,Matt Kettmann,@mattkettmann,88
1026,Paul Gregutt,@paulgwine ,88
1027,Paul Gregutt,@paulgwine ,88
1028,Michael Schachner,@wineschach,88
1029,Michael Schachner,@wineschach,88
1030,Virginie Boone,@vboone,88
1031,Michael Schachner,@wineschach,88
1032,Joe Czerwinski,@JoeCz,88
1033,Matt Kettmann,@mattkettmann,88
1034,Roger Voss,@vossroger,88
1035,Kerin O’Keefe,@kerinokeefe,88
1036,Kerin O’Keefe,@kerinokeefe,88
1037,Sean P. Sullivan,@wawinereport,88
1038,Joe Czerwinski,@JoeCz,87
1039,Michael Schachner,@wineschach,87
1040,Michael Schachner,@wineschach,87
1041,Joe Czerwinski,@JoeCz,87
1042,Michael Schachner,@wineschach,85
1043,Roger Voss,@vossroger,85
1044,,,85
1045,Paul Gregutt,@paulgwine ,85
1046,,,85
1047,,,85
1048,Roger Voss,@vossroger,85
1049,Roger Voss,@vossroger,85
1050,,,85
1051,Michael Schachner,@wineschach,85
1052,,,85
1053,Michael Schachner,@wineschach,85
1054,,,85
1055,Roger Voss,@vossroger,85
1056,Roger Voss,@vossroger,85
1057,Michael Schachner,@wineschach,85
1058,,,85
1059,,,85
1060,Roger Voss,@vossroger,85
1061,Roger Voss,@vossroger,85
1062,,,85
1063,Susan Kostrzewa,@suskostrzewa,85
1064,,,85
1065,Roger Voss,@vossroger,94
1066,Jim Gordon,@gordone_cellars,94
1067,Virginie Boone,@vboone,94
1068,Paul Gregutt,@paulgwine ,94
1069,Paul Gregutt,@paulgwine ,94
1070,Paul Gregutt,@paulgwine ,94
1071,Kerin O’Keefe,@kerinokeefe,94
1072,Roger Voss,@vossroger,94
1073,Roger Voss,@vossroger,94
1074,Joe Czerwinski,@JoeCz,94
1075,Virginie Boone,@vboone,94
1076,Roger Voss,@vossroger,94
1077,Kerin O’Keefe,@kerinokeefe,94
1078,Paul Gregutt,@paulgwine ,94
1079,Paul Gregutt,@paulgwine ,94
1080,Paul Gregutt,@paulgwine ,94
1081,Paul Gregutt,@paulgwine ,94
1082,Sean P. Sullivan,@wawinereport,94
1083,Virginie Boone,@vboone,94
1084,Roger Voss,@vossroger,94
1085,Virginie Boone,@vboone,94
1086,Paul Gregutt,@paulgwine ,94
1087,Virginie Boone,@vboone,94
1088,Sean P. Sullivan,@wawinereport,94
1089,Virginie Boone,@vboone,94
1090,Roger Voss,@vossroger,94
1091,Virginie Boone,@vboone,94
1092,Paul Gregutt,@paulgwine ,94
1093,Roger Voss,@vossroger,94
1094,Paul Gregutt,@paulgwine ,94
1095,Virginie Boone,@vboone,90
1096,Michael Schachner,@wineschach,90
1097,Paul Gregutt,@paulgwine ,90
1098,Virginie Boone,@vboone,90
1099,Matt Kettmann,@mattkettmann,90
1100,Michael Schachner,@wineschach,90
1101,Anne Krebiehl MW,@AnneInVino,90
1102,Virginie Boone,@vboone,90
1103,Paul Gregutt,@paulgwine ,90
1104,Joe Czerwinski,@JoeCz,90
1105,Kerin O’Keefe,@kerinokeefe,90
1106,Paul Gregutt,@paulgwine ,90
1107,Jim Gordon,@gordone_cellars,90
1108,Matt Kettmann,@mattkettmann,90
1109,Kerin O’Keefe,@kerinokeefe,90
1110,Michael Schachner,@wineschach,90
1111,Michael Schachner,@wineschach,90
1112,Joe Czerwinski,@JoeCz,90
1113,Sean P. Sullivan,@wawinereport,90
1114,Kerin O’Keefe,@kerinokeefe,90
1115,Michael Schachner,@wineschach,90
1116,Jim Gordon,@gordone_cellars,90
1117,Matt Kettmann,@mattkettmann,90
1118,Kerin O’Keefe,@kerinokeefe,90
1119,Roger Voss,@vossroger,90
1120,Roger Voss,@vossroger,90
1121,Roger Voss,@vossroger,90
1122,Anna Lee C. Iijima,,84
1123,Sean P. Sullivan,@wawinereport,84
1124,Sean P. Sullivan,@wawinereport,84
1125,Virginie Boone,@vboone,84
1126,Roger Voss,@vossroger,84
1127,Roger Voss,@vossroger,84
1128,Roger Voss,@vossroger,84
1129,Michael Schachner,@wineschach,84
1130,Virginie Boone,@vboone,84
1131,Joe Czerwinski,@JoeCz,84
1132,Roger Voss,@vossroger,84
1133,Roger Voss,@vossroger,84
1134,Roger Voss,@vossroger,84
1135,Michael Schachner,@wineschach,84
1136,Virginie Boone,@vboone,84
1137,Kerin O’Keefe,@kerinokeefe,84
1138,Kerin O’Keefe,@kerinokeefe,84
1139,Virginie Boone,@vboone,84
1140,Anna Lee C. Iijima,,84
1141,Michael Schachner,@wineschach,84
1142,Jim Gordon,@gordone_cellars,84
1143,Jim Gordon,@gordone_cellars,84
1144,Virginie Boone,@vboone,83
1145,Roger Voss,@vossroger,83
1146,Kerin O’Keefe,@kerinokeefe,83
1147,Sean P. Sullivan,@wawinereport,83
1148,Kerin O’Keefe,@kerinokeefe,83
1149,Roger Voss,@vossroger,83
1150,Michael Schachner,@wineschach,83
1151,Anna Lee C. Iijima,,83
1152,Paul Gregutt,@paulgwine ,87
1153,Roger Voss,@vossroger,87
1154,Joe Czerwinski,@JoeCz,87
1155,Susan Kostrzewa,@suskostrzewa,87
1156,Roger Voss,@vossroger,87
1157,,,87
1158,Roger Voss,@vossroger,87
1159,Roger Voss,@vossroger,87
1160,Susan Kostrzewa,@suskostrzewa,87
1161,,,86
1162,,,86
1163,,,86
1164,,,86
1165,,,86
1166,,,86
1167,,,86
1168,Paul Gregutt,@paulgwine ,86
1169,,,86
1170,Michael Schachner,@wineschach,86
1171,Joe Czerwinski,@JoeCz,86
1172,,,86
1173,,,86
1174,Michael Schachner,@wineschach,86
1175,Roger Voss,@vossroger,86
1176,,,86
1177,Roger Voss,@vossroger,88
1178,Michael Schachner,@wineschach,88
1179,Roger Voss,@vossroger,88
1180,Jim Gordon,@gordone_cellars,88
1181,Kerin O’Keefe,@kerinokeefe,88
1182,Joe Czerwinski,@JoeCz,88
1183,Kerin O’Keefe,@kerinokeefe,88
1184,Kerin O’Keefe,@kerinokeefe,88
1185,Roger Voss,@vossroger,88
1186,Roger Voss,@vossroger,88
1187,Mike DeSimone,@worldwineguys,88
1188,Roger Voss,@vossroger,88
1189,Roger Voss,@vossroger,88
1190,Jim Gordon,@gordone_cellars,88
1191,Roger Voss,@vossroger,88
1192,Roger Voss,@vossroger,88
1193,Michael Schachner,@wineschach,88
1194,Michael Schachner,@wineschach,87
1195,Michael Schachner,@wineschach,87
1196,Paul Gregutt,@paulgwine ,87
1197,Kerin O’Keefe,@kerinokeefe,87
1198,Joe Czerwinski,@JoeCz,87
1199,Joe Czerwinski,@JoeCz,87
1200,Anna Lee C. Iijima,,87
1201,Roger Voss,@vossroger,87
1202,Alexander Peartree,,87
1203,Jim Gordon,@gordone_cellars,87
1204,Roger Voss,@vossroger,87
1205,Kerin O’Keefe,@kerinokeefe,87
1206,Paul Gregutt,@paulgwine ,87
1207,Kerin O’Keefe,@kerinokeefe,93
1208,Roger Voss,@vossroger,93
1209,Jim Gordon,@gordone_cellars,93
1210,Virginie Boone,@vboone,93
1211,Virginie Boone,@vboone,93
1212,Matt Kettmann,@mattkettmann,93
1213,Matt Kettmann,@mattkettmann,93
1214,Virginie Boone,@vboone,93
1215,Roger Voss,@vossroger,93
1216,Matt Kettmann,@mattkettmann,93
1217,Kerin O’Keefe,@kerinokeefe,93
1218,Kerin O’Keefe,@kerinokeefe,93
1219,Matt Kettmann,@mattkettmann,93
1220,Roger Voss,@vossroger,93
1221,Matt Kettmann,@mattkettmann,93
1222,Matt Kettmann,@mattkettmann,93
1223,Virginie Boone,@vboone,93
1224,Roger Voss,@vossroger,93
1225,Jim Gordon,@gordone_cellars,93
1226,Virginie Boone,@vboone,93
1227,Matt Kettmann,@mattkettmann,93
1228,Matt Kettmann,@mattkettmann,93
1229,Roger Voss,@vossroger,93
1230,Matt Kettmann,@mattkettmann,93
1231,Jim Gordon,@gordone_cellars,93
1232,Virginie Boone,@vboone,92
1233,Virginie Boone,@vboone,92
1234,Matt Kettmann,@mattkettmann,92
1235,Matt Kettmann,@mattkettmann,92
1236,Matt Kettmann,@mattkettmann,92
1237,,,88
1238,Roger Voss,@vossroger,88
1239,,,88
1240,Roger Voss,@vossroger,88
1241,Paul Gregutt,@paulgwine ,88
1242,Susan Kostrzewa,@suskostrzewa,88
1243,Joe Czerwinski,@JoeCz,88
1244,,,88
1245,Susan Kostrzewa,@suskostrzewa,88
1246,,,88
1247,Susan Kostrzewa,@suskostrzewa,88
1248,Paul Gregutt,@paulgwine ,88
1249,Paul Gregutt,@paulgwine ,88
1250,,,88
1251,Joe Czerwinski,@JoeCz,88
1252,Joe Czerwinski,@JoeCz,88
1253,Paul Gregutt,@paulgwine ,88
1254,Paul Gregutt,@paulgwine ,88
1255,Susan Kostrzewa,@suskostrzewa,88
1256,,,88
1257,Michael Schachner,@wineschach,88
1258,,,88
1259,Michael Schachner,@wineschach,85
1260,,,85
1261,,,85
1262,Virginie Boone,@vboone,85
1263,Anna Lee C. Iijima,,85
1264,,,85
1265,Lauren Buzzeo,@laurbuzz,85
1266,Anna Lee C. Iijima,,85
1267,,,85
1268,,,85
1269,Michael Schachner,@wineschach,85
1270,,,85
1271,Virginie Boone,@vboone,85
1272,,,84
1273,,,84
1274,,,84
1275,,,84
1276,,,84
1277,,,84
1278,,,84
1279,Roger Voss,@vossroger,84
1280,Michael Schachner,@wineschach,84
1281,Michael Schachner,@wineschach,84
1282,Anna Lee C. Iijima,,84
1283,,,84
1284,Roger Voss,@vossroger,84
1285,Joe Czerwinski,@JoeCz,84
1286,Kerin O’Keefe,@kerinokeefe,89
1287,Virginie Boone,@vboone,89
1288,Kerin O’Keefe,@kerinokeefe,89
1289,Anna Lee C. Iijima,,89
1290,Kerin O’Keefe,@kerinokeefe,89
1291,Kerin O’Keefe,@kerinokeefe,89
1292,Kerin O’Keefe,@kerinokeefe,89
1293,Virginie Boone,@vboone,89
1294,Michael Schachner,@wineschach,89
1295,Matt Kettmann,@mattkettmann,89
1296,Roger Voss,@vossroger,89
1297,Kerin O’Keefe,@kerinokeefe,89
1298,Jim Gordon,@gordone_cellars,89
1299,Kerin O’Keefe,@kerinokeefe,89
1300,Matt Kettmann,@mattkettmann,89
1301,Roger Voss,@vossroger,89
1302,Roger Voss,@vossroger,89
1303,Anna Lee C. Iijima,,89
1304,Anna Lee C. Iijima,,89
1305,Michael Schachner,@wineschach,89
1306,Michael Schachner,@wineschach,89
1307,Paul Gregutt,@paulgwine ,89
1308,Roger Voss,@vossroger,89
1309,Virginie Boone,@vboone,89
1310,Matt Kettmann,@mattkettmann,89
1311,Virginie Boone,@vboone,89
1312,Kerin O’Keefe,@kerinokeefe,89
1313,Virginie Boone,@vboone,89
1314,Kerin O’Keefe,@kerinokeefe,89
1315,Kerin O’Keefe,@kerinokeefe,89
1316,Kerin O’Keefe,@kerinokeefe,90
1317,Virginie Boone,@vboone,90
1318,Virginie Boone,@vboone,90
1319,Joe Czerwinski,@JoeCz,90
1320,Anne Krebiehl MW,@AnneInVino,90
1321,Michael Schachner,@wineschach,90
1322,Anne Krebiehl MW,@AnneInVino,90
1323,Michael Schachner,@wineschach,90
1324,Virginie Boone,@vboone,90
1325,Matt Kettmann,@mattkettmann,90
1326,Michael Schachner,@wineschach,90
1327,Joe Czerwinski,@JoeCz,90
1328,Matt Kettmann,@mattkettmann,90
1329,Roger Voss,@vossroger,90
1330,Roger Voss,@vossroger,90
1331,Roger Voss,@vossroger,90
1332,Roger Voss,@vossroger,90
1333,Virginie Boone,@vboone,90
1334,Anna Lee C. Iijima,,90
1335,Anna Lee C. Iijima,,90
1336,Virginie Boone,@vboone,90
1337,Kerin O’Keefe,@kerinokeefe,90
1338,Roger Voss,@vossroger,90
1339,Roger Voss,@vossroger,90
1340,Roger Voss,@vossroger,90
1341,Anne Krebiehl MW,@AnneInVino,90
1342,Virginie Boone,@vboone,90
1343,Matt Kettmann,@mattkettmann,90
1344,Kerin O’Keefe,@kerinokeefe,90
1345,Paul Gregutt,@paulgwine ,90
1346,Michael Schachner,@wineschach,86
1347,,,86
1348,Paul Gregutt,@paulgwine ,86
1349,,,86
1350,,,86
1351,Roger Voss,@vossroger,86
1352,Roger Voss,@vossroger,86
1353,Roger Voss,@vossroger,86
1354,,,86
1355,Paul Gregutt,@paulgwine ,86
1356,Roger Voss,@vossroger,86
1357,Michael Schachner,@wineschach,86
1358,Michael Schachner,@wineschach,86
1359,,,86
1360,Virginie Boone,@vboone,86
1361,,,86
1362,,,86
1363,,,86
1364,Roger Voss,@vossroger,86
1365,Joe Czerwinski,@JoeCz,87
1366,Michael Schachner,@wineschach,87
1367,Roger Voss,@vossroger,87
1368,,,87
1369,,,86
1370,,,86
1371,Susan Kostrzewa,@suskostrzewa,86
1372,,,86
1373,,,86
1374,,,86
1375,Joe Czerwinski,@JoeCz,86
1376,,,86
1377,Roger Voss,@vossroger,86
1378,Paul Gregutt,@paulgwine ,86
1379,Joe Czerwinski,@JoeCz,86
1380,,,86
1381,,,86
1382,Michael Schachner,@wineschach,86
1383,,,86
1384,Kerin O’Keefe,@kerinokeefe,88
1385,Anna Lee C. Iijima,,88
1386,Paul Gregutt,@paulgwine ,88
1387,Kerin O’Keefe,@kerinokeefe,88
1388,Virginie Boone,@vboone,88
1389,Lauren Buzzeo,@laurbuzz,88
1390,Lauren Buzzeo,@laurbuzz,88
1391,Kerin O’Keefe,@kerinokeefe,88
1392,Matt Kettmann,@mattkettmann,88
1393,Matt Kettmann,@mattkettmann,88
1394,Michael Schachner,@wineschach,88
1395,Virginie Boone,@vboone,88
1396,Alexander Peartree,,88
1397,Roger Voss,@vossroger,88
1398,Anna Lee C. Iijima,,88
1399,Kerin O’Keefe,@kerinokeefe,88
1400,Roger Voss,@vossroger,88
1401,Alexander Peartree,,88
1402,Kerin O’Keefe,@kerinokeefe,88
1403,Kerin O’Keefe,@kerinokeefe,88
1404,Kerin O’Keefe,@kerinokeefe,88
1405,Virginie Boone,@vboone,88
1406,Jim Gordon,@gordone_cellars,88
1407,Kerin O’Keefe,@kerinokeefe,88
1408,Kerin O’Keefe,@kerinokeefe,88
1409,Virginie Boone,@vboone,88
1410,Anna Lee C. Iijima,,88
1411,Roger Voss,@vossroger,88
1412,Roger Voss,@vossroger,88
1413,Jim Gordon,@gordone_cellars,88
1414,Roger Voss,@vossroger,93
1415,Roger Voss,@vossroger,93
1416,Roger Voss,@vossroger,93
1417,,,93
1418,Paul Gregutt,@paulgwine ,93
1419,Paul Gregutt,@paulgwine ,93
1420,Paul Gregutt,@paulgwine ,93
1421,Roger Voss,@vossroger,93
1422,Anne Krebiehl MW,@AnneInVino,93
1423,,,93
1424,Paul Gregutt,@paulgwine ,92
1425,Anne Krebiehl MW,@AnneInVino,92
1426,Roger Voss,@vossroger,92
1427,Roger Voss,@vossroger,92
1428,,,92
1429,Sean P. Sullivan,@wawinereport,92
1430,,,92
1431,Paul Gregutt,@paulgwine ,92
1432,Roger Voss,@vossroger,92
1433,Roger Voss,@vossroger,92
1434,Lauren Buzzeo,@laurbuzz,92
1435,Paul Gregutt,@paulgwine ,92
1436,Paul Gregutt,@paulgwine ,92
1437,Roger Voss,@vossroger,92
1438,Anne Krebiehl MW,@AnneInVino,92
1439,Paul Gregutt,@paulgwine ,92
1440,,,92
1441,Anne Krebiehl MW,@AnneInVino,92
1442,Anne Krebiehl MW,@AnneInVino,92
1443,Matt Kettmann,@mattkettmann,94
1444,Virginie Boone,@vboone,94
1445,Roger Voss,@vossroger,94
1446,Roger Voss,@vossroger,94
1447,Roger Voss,@vossroger,94
1448,Virginie Boone,@vboone,94
1449,Joe Czerwinski,@JoeCz,94
1450,Roger Voss,@vossroger,94
1451,Roger Voss,@vossroger,94
1452,Kerin O’Keefe,@kerinokeefe,94
1453,Roger Voss,@vossroger,94
1454,Kerin O’Keefe,@kerinokeefe,94
1455,Matt Kettmann,@mattkettmann,94
1456,Virginie Boone,@vboone,94
1457,Anna Lee C. Iijima,,94
1458,Roger Voss,@vossroger,94
1459,Matt Kettmann,@mattkettmann,94
1460,Kerin O’Keefe,@kerinokeefe,93
1461,Virginie Boone,@vboone,93
1462,Kerin O’Keefe,@kerinokeefe,93
1463,Roger Voss,@vossroger,93
1464,Matt Kettmann,@mattkettmann,93
1465,Roger Voss,@vossroger,93
1466,Virginie Boone,@vboone,93
1467,Matt Kettmann,@mattkettmann,93
1468,Virginie Boone,@vboone,93
1469,Virginie Boone,@vboone,93
1470,Matt Kettmann,@mattkettmann,93
1471,Kerin O’Keefe,@kerinokeefe,93
1472,Virginie Boone,@vboone,93
1473,Michael Schachner,@wineschach,86
1474,,,86
1475,,,86
1476,Paul Gregutt,@paulgwine ,86
1477,Michael Schachner,@wineschach,86
1478,Joe Czerwinski,@JoeCz,85
1479,Michael Schachner,@wineschach,85
1480,Michael Schachner,@wineschach,85
1481,,,85
1482,Michael Schachner,@wineschach,85
1483,Roger Voss,@vossroger,85
1484,Joe Czerwinski,@JoeCz,85
1485,,,85
1486,Susan Kostrzewa,@suskostrzewa,85
1487,,,85
1488,,,85
1489,,,85
1490,Joe Czerwinski,@JoeCz,85
1491,,,85
1492,Joe Czerwinski,@JoeCz,85
1493,Michael Schachner,@wineschach,85
1494,,,85
1495,,,85
1496,Michael Schachner,@wineschach,85
1497,Michael Schachner,@wineschach,85
1498,,,85
1499,Michael Schachner,@wineschach,85
1500,,,92
1501,,,92
1502,,,92
1503,,,92
1504,Paul Gregutt,@paulgwine ,92
1505,Roger Voss,@vossroger,92
1506,Roger Voss,@vossroger,92
1507,Roger Voss,@vossroger,92
1508,Roger Voss,@vossroger,92
1509,Michael Schachner,@wineschach,92
1510,,,92
1511,,,92
1512,Roger Voss,@vossroger,92
1513,,,92
1514,Paul Gregutt,@paulgwine ,92
1515,,,92
1516,Roger Voss,@vossroger,92
1517,Roger Voss,@vossroger,92
1518,Roger Voss,@vossroger,92
1519,Michael Schachner,@wineschach,92
1520,Roger Voss,@vossroger,92
1521,Michael Schachner,@wineschach,92
1522,,,92
1523,Paul Gregutt,@paulgwine ,92
1524,Michael Schachner,@wineschach,92
1525,Virginie Boone,@vboone,92
1526,Kerin O’Keefe,@kerinokeefe,86
1527,Roger Voss,@vossroger,86
1528,Roger Voss,@vossroger,86
1529,Jim Gordon,@gordone_cellars,86
1530,Michael Schachner,@wineschach,86
1531,Michael Schachner,@wineschach,86
1532,Michael Schachner,@wineschach,85
1533,Jim Gordon,@gordone_cellars,85
1534,Roger Voss,@vossroger,85
1535,Roger Voss,@vossroger,85
1536,Roger Voss,@vossroger,85
1537,Roger Voss,@vossroger,85
1538,Roger Voss,@vossroger,85
1539,Virginie Boone,@vboone,85
1540,Michael Schachner,@wineschach,85
1541,Roger Voss,@vossroger,85
1542,Roger Voss,@vossroger,85
1543,Jeff Jenssen,@worldwineguys,85
1544,Kerin O’Keefe,@kerinokeefe,85
1545,Michael Schachner,@wineschach,85
1546,Michael Schachner,@wineschach,85
1547,Roger Voss,@vossroger,85
1548,Michael Schachner,@wineschach,85
1549,Michael Schachner,@wineschach,85
1550,Kerin O’Keefe,@kerinokeefe,85
1551,Roger Voss,@vossroger,85
1552,Roger Voss,@vossroger,85
1553,Kerin O’Keefe,@kerinokeefe,85
1554,Virginie Boone,@vboone,85
1555,Roger Voss,@vossroger,85
1556,Paul Gregutt,@paulgwine ,99
1557,,,99
1558,Roger Voss,@vossroger,98
1559,Roger Voss,@vossroger,98
1560,Paul Gregutt,@paulgwine ,98
1561,,,98
1562,Roger Voss,@vossroger,97
1563,,,97
1564,,,97
1565,,,97
1566,Roger Voss,@vossroger,97
1567,,,97
1568,Roger Voss,@vossroger,96
1569,Roger Voss,@vossroger,96
1570,,,96
1571,Roger Voss,@vossroger,96
1572,Roger Voss,@vossroger,96
1573,Roger Voss,@vossroger,96
1574,,,96
1575,Roger Voss,@vossroger,96
1576,Roger Voss,@vossroger,96
1577,,,96
1578,Roger Voss,@vossroger,96
1579,,,95
1580,Roger Voss,@vossroger,95
1581,Roger Voss,@vossroger,95
1582,Roger Voss,@vossroger,95
1583,Paul Gregutt,@paulgwine ,95
1584,,,95
1585,Virginie Boone,@vboone,88
1586,Anna Lee C. Iijima,,88
